Age,TotalSpent,NumTransactions,AvgSpend,NumInteractions,NumComplaints,LoginFrequency,Gender_F,Gender_M,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_High,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website,ChurnStatus
1.2296280895906782,-1.1521961328580568,-1.5579540466010575,2.2087066346646593,-0.0024507227665182393,-0.6128760912054596,0.5757024663120962,False,True,False,False,True,False,False,True,False,True,False,False,0
1.4265471238495815,0.3797578126135717,0.7478486864049475,-0.3663982512628165,-0.0024507227665182393,-0.6128760912054596,-1.4885126082490794,False,True,False,True,False,False,False,True,False,False,False,True,1
-1.6585177462065699,0.5904807247183774,0.36354823090394667,0.46065523671133224,-0.0024507227665182393,-0.6128760912054596,-1.6308722685636434,False,True,False,False,True,False,False,True,False,False,False,True,0
-1.4615987119476666,-0.47382169757285814,-0.02075222459705415,-0.861839787901401,1.2229106604926003,-0.6128760912054596,-1.7020520987209253,False,True,False,False,False,True,False,True,False,False,False,True,0
-1.4615987119476666,0.9948449346207011,1.1321491419059484,0.01736734781488074,-1.2278121060256368,-0.6128760912054596,1.0739612774130698,False,True,True,False,False,False,False,False,True,False,False,True,0
0.9014296991591727,-0.139233376089913,-0.02075222459705415,-0.2109485611063881,-0.0024507227665182393,-0.6128760912054596,-1.7020520987209253,True,False,True,False,False,False,False,False,True,False,False,True,0
-1.06776064342986,-1.5989054072525135,-1.5579540466010575,-2.1363217025861787,-1.2278121060256368,-0.6128760912054596,0.4333428059975324,True,False,False,True,False,False,True,False,False,True,False,False,0
-0.41136386256684915,1.056330618475401,0.7478486864049475,0.5737235883411083,1.2229106604926003,-0.6128760912054596,-0.6343546463616965,False,True,False,False,True,False,False,True,False,False,True,False,1
-0.280084506394247,0.06795400759760309,-0.02075222459705415,0.19210331394744648,-0.0024507227665182393,-0.6128760912054596,-0.13609583526072297,False,True,True,False,False,False,True,False,False,False,False,True,0
1.6234661581084848,0.17648524774826516,0.7478486864049475,-0.6488526685354006,-1.2278121060256368,-0.6128760912054596,0.21980331552568663,False,True,False,True,False,False,True,False,False,False,True,False,1
0.7045106649002695,0.6322703996890204,-0.02075222459705415,1.289895930022485,1.2229106604926003,-0.6128760912054596,0.29098314568296857,False,True,True,False,False,False,False,False,True,False,True,False,0
-0.14880515022164478,-1.598404202074584,-1.5579540466010575,-2.1314466063530983,1.2229106604926003,-0.6128760912054596,1.2163209377276336,True,False,False,True,False,False,False,True,False,False,False,True,0
-1.2646796776887634,-1.1853569511167714,-0.7893531355990558,-1.5573271652826257,-0.0024507227665182393,1.216604778064569,-1.1326134574626698,True,False,True,False,False,False,False,True,False,True,False,False,0
-0.08316547213534368,2.1355608274174145,1.5164495974069492,0.8839248532002532,1.2229106604926003,1.216604778064569,0.006263825053840878,False,True,False,False,False,True,False,False,True,False,True,False,0
-0.08316547213534368,0.8763573213408905,1.1321491419059484,-0.12669503985657624,1.2229106604926003,1.216604778064569,1.2875007678849155,False,True,True,False,False,False,False,False,True,False,True,False,0
-0.8708416091709568,1.019634271799397,1.5164495974069492,-0.32211246716351566,1.2229106604926003,-0.6128760912054596,1.0739612774130698,True,False,False,False,True,False,False,False,True,False,True,False,1
-1.5928780681202688,0.48521409126720466,0.7478486864049475,-0.21986302278973457,1.2229106604926003,-0.6128760912054596,-1.2749731177772337,False,True,False,True,False,False,False,True,False,False,True,False,0
0.8357900210728716,-0.42764309077385565,-0.02075222459705415,-0.772006257855077,-0.0024507227665182393,-0.6128760912054596,0.789241956783942,True,False,False,True,False,False,True,False,False,False,False,True,1
0.9014296991591727,-0.33840147693055034,-0.02075222459705415,-0.5984001282143668,1.2229106604926003,3.0460856473345976,0.9316016170985059,True,False,True,False,False,False,True,False,False,False,True,False,0
-0.14880515022164478,2.043799641598569,1.5164495974069492,0.7847539766750738,-0.0024507227665182393,-0.6128760912054596,-0.7055344765189784,False,True,False,False,True,False,False,True,False,False,False,True,0
1.3609074457632804,-0.4796058762478872,-0.02075222459705415,-0.8730920370447802,-1.2278121060256368,-0.6128760912054596,-0.5631748162044145,False,True,True,False,False,False,True,False,False,False,False,True,0
-0.08316547213534368,0.42758904189115415,0.36354823090394667,0.19658752408616303,1.2229106604926003,-0.6128760912054596,1.1451411075703517,True,False,True,False,False,False,False,True,False,True,False,False,0
-0.5426432187394513,0.30297859778906455,-0.40505268009805495,1.6314030091176255,1.2229106604926003,3.0460856473345976,-0.4919949860471326,True,False,True,False,False,False,False,True,False,True,False,False,0
